sample,Cytotoxicity,tissue,InfiltrationScore,Antigen Proc & Pres,Antimicrobials,BCR Signaling Pathway,Chemokines,Chemokine Rcps,Cytokines,Cytokine Rcps,Interferons,Interferon Rcps,Interleukins,Interleukin Rcps,NK Cell Cytotoxicity,TCR Signaling Pathway,TNF Fam Mems,TNF Fam Mem Rcps,Antigen Pres,Cytotoxic T & NK Cells,B Cells,Anti Tumor Microenvironment,Checkpoint Inhibition
TCGA-DU-5852-01,0.135621542,LGG,0.755,0.332297037,0.206886248,-0.035546565,0.179261881,0.269613931,0.169231501,0.261745722,-0.226096944,0.47140072,0.056515706,0.231250474,0.285188501,-0.093454539,0.233376677,0.252332951,0.556197149,0.311004253,0.00131348,0.21943857,0.329146872
TCGA-P5-A72U-01,0.258184776,LGG,0.763,0.328444414,0.223107444,0.082339298,0.241001112,0.270507542,0.174939007,0.256945023,-0.203605412,0.469832295,0.055726854,0.244643435,0.28576902,-0.032594164,0.268446836,0.333153454,0.559298293,0.383314545,0.311456653,0.234009447,0.389682005
TCGA-DB-A75K-01,0.157421877,LGG,0.725,0.311567235,0.206059331,-0.058819187,0.201598539,0.249768132,0.161787583,0.246484954,-0.225821666,0.44125374,0.04163786,0.200870066,0.274222432,-0.154991031,0.210964389,0.255236689,0.471060954,0.227095509,0.075631886,0.211225139,0.303621437
TCGA-DU-6410-01,0.075267615,LGG,0.687,0.282179617,0.164100589,-0.068424819,0.12171927,0.208790483,0.124178919,0.223426969,-0.263247099,0.453680579,-0.021345904,0.157844827,0.239456096,-0.168117783,0.138562739,0.18636799,0.385505699,0.051724798,-0.008087946,0.05215519,0.210273226
TCGA-QH-A65Z-01,0.085492065,LGG,0.698,0.296882237,0.182931783,0.021788535,0.178693235,0.22420096,0.14136096,0.23546256,-0.237957346,0.439266528,0.035890504,0.163398444,0.246280974,-0.164705042,0.147451175,0.217668222,0.448167356,0.155283975,0.0827461,0.164068692,0.288525835
TCGA-DH-A669-02,0.13286607,LGG,0.704,0.309392692,0.197886266,-0.022251625,0.173935103,0.25071845,0.157551521,0.228737234,-0.27370805,0.44421022,0.050210273,0.196379283,0.260583146,-0.151156567,0.179166848,0.292300107,0.540993552,0.297185624,0.159111949,0.202219105,0.326886884
TCGA-S9-A7IY-01,0.164490909,LGG,0.712,0.304444666,0.201879731,0.044277323,0.201845882,0.258636028,0.150135881,0.251228234,-0.217080927,0.455082678,0.018712611,0.209184368,0.259164248,-0.137664275,0.180831475,0.267514347,0.503469777,0.254468176,0.169557623,0.17236562,0.333266723
TCGA-P5-A781-01,0.087551625,LGG,0.693,0.298184442,0.188535533,-0.073610529,0.178610989,0.239032464,0.144880126,0.238217313,-0.208028137,0.447978689,-0.0028225,0.172369722,0.257053563,-0.134986184,0.202042184,0.216223731,0.445091552,0.201541369,0.121672179,0.171220345,0.298870018
TCGA-TM-A84G-01,0.074773333,LGG,0.703,0.282543921,0.157907863,-0.07306377,0.117311969,0.211801466,0.118557242,0.222352417,-0.272159553,0.431915415,0.007531896,0.1556384,0.234976123,-0.145799105,0.186343564,0.19047927,0.404846705,0.167756946,-0.076391233,0.11460107,0.21746752
TCGA-HW-A5KK-01,0.247804357,LGG,0.681,0.320357924,0.213908446,-0.047156529,0.212181087,0.269109472,0.164157102,0.245483815,-0.180139532,0.476852974,0.064130351,0.221237802,0.272226153,-0.094272571,0.25286448,0.266245989,0.560080763,0.30815534,0.058498091,0.278382027,0.397108713
TCGA-E1-5311-01,0.102151767,LGG,0.695,0.288603962,0.19217244,6.81E-05,0.169194063,0.240299034,0.151590745,0.256621015,-0.189067493,0.459077249,0.011187383,0.20801496,0.261285016,-0.144937696,0.178471626,0.222224025,0.406907413,0.216612858,0.039148608,0.210952023,0.260839416
TCGA-FG-7634-01,0.185360018,LGG,0.757,0.324090251,0.208621293,-0.051168993,0.218358248,0.273039998,0.16309704,0.261020744,-0.246392481,0.483106108,0.049461474,0.234674142,0.28664637,-0.084944129,0.240944375,0.244504676,0.535043292,0.308996424,0.039730615,0.208187722,0.343853205
TCGA-DU-5855-01,0.15915761,LGG,0.726,0.3090775,0.206499913,-0.025245289,0.20231889,0.26833228,0.162293238,0.251540638,-0.209617883,0.473660235,0.034062091,0.204306187,0.264287826,-0.130251996,0.235714054,0.231756776,0.521064704,0.248032944,0.020783279,0.200586456,0.356786424
TCGA-DU-6396-01,0.254623021,LGG,0.757,0.333533886,0.217743285,0.113190479,0.193410088,0.307392088,0.152151858,0.25990368,-0.237484225,0.491552175,0.017483128,0.248738066,0.296576805,-0.073787737,0.275228576,0.284504779,0.573755884,0.382751568,0.136344052,0.201515717,0.417262839
TCGA-FG-7643-01,0.128657633,LGG,0.753,0.311090661,0.197589487,0.012082848,0.184036192,0.254856947,0.157717629,0.260053765,-0.177899174,0.444632978,0.02274482,0.207412669,0.278793671,-0.121933392,0.195407022,0.228251707,0.464014124,0.280300599,0.092038517,0.156202426,0.290818252
TCGA-TM-A84C-01,0.192924733,LGG,0.731,0.313331506,0.203247749,-0.033231457,0.173854373,0.247122525,0.146626073,0.243776131,-0.198885991,0.48001845,0.036883128,0.223115061,0.268382343,-0.127544175,0.210205506,0.22572997,0.531455714,0.246936358,-0.05274333,0.187965968,0.333895122
TCGA-WY-A85E-01,0.097916463,LGG,0.664,0.292061293,0.181067242,-0.04655349,0.174165132,0.217442188,0.148161728,0.227769152,-0.198580593,0.451488229,0.038091957,0.143014516,0.247143967,-0.151051188,0.182503969,0.20238468,0.426993242,0.193593356,0.024899913,0.162604541,0.253446642
TCGA-DU-7298-01,0.105929265,LGG,0.664,0.309973951,0.18524078,0.026599698,0.165277768,0.253191615,0.14687932,0.250783327,-0.140555868,0.472220418,0.028882287,0.19598553,0.271929203,-0.157767016,0.198376101,0.222288344,0.479545019,0.190459522,0.156972364,0.202681061,0.294384044
TCGA-TM-A84T-01,0.088895168,LGG,0.697,0.302005969,0.170067926,-0.068783905,0.141689936,0.235868242,0.130308002,0.226365179,-0.203591775,0.454063223,0.025543904,0.141630408,0.260746093,-0.146871643,0.196300584,0.234937236,0.45633999,0.199704679,0.021796241,0.110503133,0.315706611
TCGA-FG-7637-01,0.084437566,LGG,0.695,0.300566754,0.185611547,-0.018491614,0.183612149,0.22682578,0.137427513,0.241660619,-0.26359201,0.45424501,0.016161558,0.211499678,0.251585261,-0.139929032,0.151924236,0.218869061,0.436376563,0.21846461,0.207210674,0.135766001,0.30874414
TCGA-HT-A5R9-01,0.172693389,LGG,0.744,0.28863802,0.183191057,-0.043605925,0.174096238,0.238485636,0.138091295,0.232553091,-0.278474935,0.446349356,0.001793072,0.184127117,0.262532948,-0.131170889,0.207952111,0.199712249,0.41088828,0.312777693,0.066637834,0.163123901,0.26853276
TCGA-HT-A614-01,0.097665987,LGG,0.704,0.303865222,0.187394452,-0.035113284,0.163261209,0.225217048,0.153791238,0.23169515,-0.221009155,0.457942052,0.030899783,0.176813171,0.25642965,-0.166097601,0.178182218,0.238524991,0.474545452,0.204241529,0.13429079,0.148888691,0.314403376
TCGA-QH-A65R-01,0.102647967,LGG,0.688,0.30920399,0.198255472,0.022960976,0.224686162,0.223990047,0.161806887,0.239739299,-0.220800244,0.445377538,0.030043905,0.181127158,0.25525857,-0.16089989,0.180331676,0.261680359,0.479025405,0.207091289,0.151118012,0.166180684,0.27113358
TCGA-FG-A60J-01,0.100670403,LGG,0.719,0.31657032,0.195167602,0.001709505,0.20014191,0.256129366,0.158264518,0.242130415,-0.189962379,0.430186417,0.035349488,0.183279507,0.258533989,-0.123476421,0.230359944,0.240395403,0.515546026,0.271493909,0.183872973,0.151213084,0.331768832
TCGA-FG-8189-01,0.067529854,LGG,0.733,0.27993562,0.173319225,-0.040844657,0.145602431,0.210049184,0.140814284,0.245378957,-0.155494325,0.42932749,-0.010388733,0.163386042,0.24414242,-0.1720061,0.18283821,0.160295659,0.429104343,0.164403433,-0.022290995,0.155019648,0.217306765
TCGA-P5-A5EY-01,0.16141829,LGG,0.715,0.313173413,0.193387999,-0.024947495,0.159480556,0.239365439,0.149974115,0.254643007,-0.203447054,0.452001879,0.009007763,0.207964733,0.277754283,-0.09573566,0.266260694,0.209784176,0.513589616,0.311019701,-0.021238979,0.189213428,0.325989056
TCGA-HT-7882-01,0.444178851,LGG,0.847,0.353358845,0.261288529,0.202299827,0.292620128,0.308338999,0.21157069,0.283010487,-0.185126646,0.493486088,0.124825666,0.300167967,0.31614758,0.017966898,0.364370544,0.342736389,0.614721824,0.44624894,0.236490814,0.318595029,0.454381158
TCGA-HT-8011-01,0.111750275,LGG,0.698,0.319114579,0.194357485,-0.057676325,0.151625976,0.232228674,0.14159506,0.234268346,-0.259863662,0.455004605,0.045390915,0.189983686,0.263520588,-0.135764723,0.213491751,0.238085058,0.49867336,0.246213575,0.07317776,0.163509874,0.321366779
TCGA-DU-6394-01,0.089709809,LGG,0.724,0.30749062,0.196619446,-0.047528566,0.189655619,0.226821094,0.148221644,0.24040196,-0.271616162,0.472719389,0.026400704,0.196565427,0.260315655,-0.146097343,0.190338567,0.249176629,0.476180935,0.191798449,0.032508326,0.154815811,0.242065375
TCGA-WY-A859-01,0.050886002,LGG,0.668,0.290981251,0.178104616,-0.018403334,0.148926815,0.211407732,0.143435777,0.235361676,-0.184389579,0.435077082,0.019880743,0.161750517,0.247600198,-0.172155289,0.186410199,0.214824099,0.404034404,0.093067476,-0.065093415,0.165380799,0.229990731
TCGA-WY-A85B-01,0.128895962,LGG,0.683,0.315837004,0.186673051,-0.022265528,0.161505197,0.253285743,0.133251467,0.230639805,-0.228071346,0.475951297,0.025973692,0.157452912,0.265486652,-0.134886455,0.238568936,0.239455615,0.459949792,0.288311502,0.079039626,0.17323365,0.342001293
TCGA-S9-A6UB-01,0.083670949,LGG,0.669,0.27943078,0.163792463,-0.074484338,0.1280066,0.20357576,0.118459017,0.218941851,-0.245002003,0.439604963,0.004850898,0.146427794,0.239273047,-0.173648141,0.160257393,0.200081028,0.40819288,0.150391495,-0.018453794,0.104753846,0.198455455
TCGA-S9-A6U6-01,0.095881483,LGG,0.677,0.294880461,0.199191004,-0.049547501,0.180921197,0.233914908,0.151234781,0.244362993,-0.19456353,0.452989222,0.051645477,0.187314933,0.258513917,-0.168500659,0.171255502,0.254464819,0.447431765,0.177622356,0.047921212,0.179035645,0.307748917
TCGA-DU-8168-01,0.109075962,LGG,0.723,0.307459268,0.189741713,-0.018715305,0.174652272,0.217652884,0.149118188,0.237486713,-0.209364621,0.440111603,0.027817453,0.186205323,0.258982825,-0.135492776,0.188391689,0.15527998,0.458681008,0.193810023,-0.032164734,0.173204064,0.221743828
TCGA-DU-7290-01,0.267015403,LGG,0.758,0.337370748,0.216409669,0.004712401,0.212538519,0.2730721,0.166305375,0.252393858,-0.149893103,0.4761698,0.078928273,0.243579751,0.279837991,-0.061879763,0.262970539,0.288933539,0.574887005,0.34971001,0.157933065,0.269479914,0.427709415
TCGA-DU-6407-02,0.147649199,LGG,0.719,0.319569225,0.207778236,-0.028344038,0.180987142,0.256582504,0.168281549,0.237861277,-0.255797319,0.471718877,0.061199379,0.189483007,0.265370201,-0.1133318,0.225823472,0.279141432,0.525425875,0.268826615,0.09567027,0.18916161,0.322362805
TCGA-DU-6407-01,0.082609731,LGG,0.687,0.294614396,0.184228927,-0.037292581,0.152331966,0.253782938,0.134227527,0.237994355,-0.259105244,0.468461667,0.003714043,0.174001052,0.247267514,-0.171859708,0.201553195,0.161025106,0.436087497,0.11667313,-0.023390271,0.136156956,0.23807169
TCGA-HT-7601-01,0.224988614,LGG,0.796,0.336043149,0.212456127,-0.016825956,0.189645402,0.285419841,0.163089138,0.263888197,-0.178693756,0.491132693,0.041994681,0.227771494,0.294268572,-0.054280589,0.269340027,0.286772642,0.576372818,0.37810702,0.123315976,0.269798446,0.416500739
TCGA-DU-6403-01,0.141130235,LGG,0.715,0.313857025,0.199523348,-0.048208727,0.166263535,0.249939338,0.144201361,0.247902181,-0.22675012,0.488789923,0.012184833,0.211955825,0.269719522,-0.098960372,0.20549781,0.25727199,0.528003436,0.28852587,0.104411453,0.172673835,0.327156556
TCGA-DB-A64R-01,0.066303704,LGG,0.706,0.285758806,0.167666654,-0.070098837,0.138450267,0.228397277,0.130202572,0.226531479,-0.237847684,0.447597878,0.0089572,0.163545184,0.242771985,-0.170616451,0.152757448,0.155191025,0.398333786,0.154216272,-0.108854736,0.130274917,0.244942235
TCGA-E1-A7YQ-01,0.270966334,LGG,0.814,0.335539867,0.219547851,0.001440039,0.23262459,0.267301559,0.171005104,0.251293249,-0.154467393,0.478523165,0.061112832,0.243425666,0.293494271,-0.06266248,0.233723246,0.266216046,0.55825752,0.346409881,0.057671043,0.212493597,0.392511714
TCGA-DU-6405-01,0.156998815,LGG,0.721,0.315035638,0.189616352,-0.049399305,0.174026731,0.251082595,0.140501263,0.234601089,-0.225068845,0.464880436,0.023225653,0.176168152,0.264318395,-0.117319926,0.211528875,0.229615469,0.538544196,0.248206544,-0.042562896,0.204654183,0.313554704
TCGA-HW-7487-01,0.082619485,LGG,0.686,0.296842571,0.186969806,-0.063745118,0.178258109,0.228509911,0.146020264,0.246811039,-0.143733497,0.450420544,0.009179391,0.184961489,0.254764437,-0.168182586,0.180244322,0.209228712,0.443640814,0.132102268,0.046420607,0.18450517,0.24411787
TCGA-S9-A7R2-01,0.226373369,LGG,0.702,0.323649696,0.204887355,-0.024334523,0.193882816,0.262627591,0.156920449,0.249050657,-0.163423892,0.463847312,0.044955216,0.233820307,0.267605262,-0.054740941,0.22933319,0.262116338,0.529510286,0.319725082,0.111105072,0.228116373,0.405384092
TCGA-S9-A7J1-01,0.11073722,LGG,0.691,0.300423358,0.18896931,0.032195921,0.177851327,0.231314542,0.136503748,0.235223959,-0.175742659,0.44088725,0.014418438,0.160526286,0.252633823,-0.133532983,0.182684353,0.203760034,0.464578243,0.169753961,0.052070606,0.117307004,0.283545365
TCGA-P5-A72X-01,0.156261423,LGG,0.736,0.305169784,0.193531174,-0.042442533,0.175832918,0.240139819,0.153513033,0.248233418,-0.222207768,0.438209595,0.02964539,0.16952597,0.261934547,-0.124326924,0.198126883,0.256615346,0.489612253,0.29323046,-0.016673871,0.230807934,0.318788636
TCGA-E1-A7YJ-01,0.124187075,LGG,0.727,0.323055569,0.210819873,-0.033954859,0.190207353,0.239765836,0.151653736,0.239472725,-0.202898717,0.457252224,0.054085873,0.219554483,0.26724769,-0.093686125,0.220730686,0.29300253,0.546897437,0.287100068,0.087210782,0.207754335,0.383527479
TCGA-HT-7690-01,0.266105711,LGG,0.764,0.332392494,0.214661707,0.045441863,0.213553432,0.277164068,0.178172683,0.260464224,-0.194522027,0.474762175,0.052475018,0.211586361,0.290350871,-0.07657372,0.239236014,0.265252556,0.534220245,0.366701338,0.064436934,0.215328411,0.359650901
TCGA-HT-8105-01,0.098301494,LGG,0.744,0.317373155,0.203313792,-0.031173919,0.209688321,0.240444358,0.16221087,0.248759279,-0.202799569,0.457803245,0.026375156,0.215649015,0.274656001,-0.13371675,0.208649674,0.236784265,0.466697368,0.223362866,0.060437389,0.171084048,0.262761668
TCGA-E1-A7YY-01,0.080158785,LGG,0.728,0.297017615,0.189051003,-0.041376202,0.175903494,0.230619685,0.157425232,0.252699651,-0.128884748,0.433760801,-0.002892809,0.172757388,0.265544672,-0.157738603,0.200966987,0.219379782,0.432912016,0.188538041,-0.000778785,0.174984042,0.250477684
TCGA-HT-A619-01,0.115377292,LGG,0.719,0.292877649,0.15925936,0.019553152,0.148564845,0.199699453,0.124376103,0.215316114,-0.232372075,0.456878985,-0.021731298,0.187166861,0.255539981,-0.160178848,0.151365548,0.222444931,0.449197234,0.249552714,0.016633367,0.112200508,0.285650638
TCGA-DU-6400-01,0.121094233,LGG,0.702,0.307516186,0.198417168,-0.046265782,0.19002709,0.245072036,0.153833164,0.244864538,-0.219705048,0.447640285,0.026888894,0.187063141,0.263395009,-0.1191322,0.210011934,0.239012852,0.49080614,0.266161438,0.092860153,0.176711056,0.277213923
TCGA-P5-A737-01,0.106360261,LGG,0.708,0.288020681,0.180398408,-0.057981936,0.160587949,0.211264478,0.133528089,0.23027304,-0.206161058,0.436234821,-0.006021512,0.167118479,0.238820241,-0.155471029,0.160124009,0.213935088,0.433223616,0.172886348,0.100614794,0.162917008,0.253189414
TCGA-RY-A83Y-01,0.142142636,LGG,0.694,0.3117692,0.191325752,-0.052414218,0.179146889,0.226911604,0.150084209,0.226582283,-0.19791892,0.449953532,0.036169913,0.185657674,0.25623859,-0.151002526,0.168049779,0.214297405,0.516534822,0.249369698,-0.01011983,0.145645278,0.307727787
TCGA-HT-8564-01,0.182473772,LGG,0.757,0.323272877,0.198959452,-0.047744701,0.173989801,0.245937141,0.171922108,0.256937916,-0.082429445,0.451241378,0.044759159,0.220677727,0.293002431,-0.111766065,0.225875699,0.188985294,0.514712272,0.302641491,0.029505018,0.150090971,0.337737569
TCGA-HT-7686-01,0.150011853,LGG,0.744,0.323303873,0.215253021,-0.002215889,0.192435615,0.26986417,0.157232913,0.25397385,-0.263590924,0.483811552,0.034774413,0.246018445,0.281399019,-0.136031247,0.230712214,0.229366574,0.545415328,0.306234289,0.033164465,0.157986286,0.378072807
TCGA-E1-A7YM-01,0.101791193,LGG,0.689,0.302478534,0.184629561,-0.0702973,0.148251969,0.218062206,0.137332069,0.232837241,-0.182098907,0.438085671,0.026767197,0.18591258,0.247705602,-0.169467075,0.178719866,0.249881477,0.463030128,0.150342779,0.102214898,0.119150938,0.318814056
TCGA-DH-A66F-01,0.084670943,LGG,0.658,0.301615494,0.184986533,-0.023876289,0.176994313,0.230079775,0.138155518,0.234082934,-0.211474827,0.430147594,0.03118023,0.186150239,0.250264239,-0.148604517,0.171018795,0.23032998,0.44803495,0.212509759,0.021598192,0.139828954,0.297330023
TCGA-S9-A6UA-01,0.336210391,LGG,0.83,0.340700623,0.225195883,0.204399597,0.219852081,0.284069874,0.175447624,0.260489573,-0.236398362,0.491320575,0.047528573,0.258743056,0.29752611,-0.018896299,0.28564297,0.319725584,0.571611937,0.412598066,0.184886799,0.259442629,0.422506683
TCGA-FG-A87N-01,0.109289025,LGG,0.726,0.309311755,0.181479396,-0.008572448,0.145413059,0.232276093,0.138056719,0.225176249,-0.21727374,0.473356701,0.007046372,0.182863411,0.259919787,-0.154961282,0.186725364,0.26642216,0.498351229,0.197954982,0.07661887,0.141889514,0.277302576
TCGA-VV-A829-01,0.142029807,LGG,0.703,0.317609239,0.205077984,0.083798579,0.196379442,0.230099511,0.152589667,0.232710377,-0.218041442,0.468795642,0.03876432,0.215435585,0.264932995,-0.157027039,0.220383428,0.248982627,0.506385108,0.246359888,0.070160263,0.166921505,0.286940296
TCGA-DH-A66B-01,0.176953244,LGG,0.749,0.321695392,0.197270456,0.09758332,0.185826364,0.266989638,0.154265099,0.241883089,-0.236917203,0.464838288,0.060340615,0.21304444,0.279064965,-0.108414782,0.260573917,0.30051507,0.542969421,0.322676469,0.185240827,0.229084133,0.362544269
TCGA-HT-A5R7-01,0.094356115,LGG,0.7,0.306081192,0.184043328,-0.051431336,0.144872696,0.238051719,0.148755807,0.242043238,-0.203733723,0.444565843,0.030869595,0.182082556,0.260961851,-0.163757973,0.182615209,0.199444367,0.485897218,0.215599684,0.015187205,0.153478571,0.289954192
TCGA-CS-5394-01,0.08683553,LGG,0.673,0.296562212,0.15991189,-0.068553542,0.141054789,0.237815927,0.112353968,0.230993416,-0.247885833,0.454145857,-0.030972259,0.151010428,0.253940171,-0.149076389,0.183503552,0.16226378,0.457331407,0.193866959,0.003723506,0.124908139,0.201189246
TCGA-DH-A66D-01,0.157325555,LGG,0.7,0.316526382,0.18720642,-0.029255168,0.156658359,0.266013841,0.140568799,0.243459529,-0.208747095,0.475658709,0.033004403,0.190835621,0.274447182,-0.117582925,0.205081562,0.246591434,0.485129235,0.277341058,0.043859144,0.197033813,0.352365991
TCGA-HT-7877-01,0.085945357,LGG,0.709,0.291707894,0.18908723,-0.021150682,0.178563615,0.248942134,0.147437617,0.252970977,-0.153060293,0.450632293,0.011347513,0.196250298,0.260408723,-0.128272029,0.169481489,0.234991273,0.414005911,0.191870945,0.06512487,0.146885823,0.254641559
TCGA-DU-6542-01,0.139432112,LGG,0.74,0.328245649,0.200155831,-0.018727993,0.186149227,0.263734214,0.158094004,0.249391142,-0.22580376,0.466001581,0.016666495,0.204030144,0.283840341,-0.110014312,0.209133709,0.247724914,0.518077827,0.266948669,0.030059985,0.174560409,0.340278569
TCGA-QH-A6CS-01,0.089779657,LGG,0.657,0.301237732,0.203118156,-0.038175337,0.202439446,0.226947479,0.152230689,0.232247805,-0.121474242,0.459277261,0.042162432,0.191996057,0.250859776,-0.166694064,0.231294932,0.254006182,0.50889744,0.179990671,-0.003467003,0.194874149,0.308575643
TCGA-E1-A7YU-01,0.097599625,LGG,0.649,0.295348725,0.184928189,-0.067853944,0.162742677,0.227831084,0.142285228,0.233056166,-0.181527242,0.446290432,0.000377535,0.169291476,0.255443439,-0.176003684,0.168976267,0.229813326,0.402051089,0.130107126,0.047151675,0.160615178,0.247236796
TCGA-W9-A837-01,0.073068854,LGG,0.694,0.29343449,0.174678251,-0.073873979,0.147190222,0.218350699,0.140828452,0.238920461,-0.130001815,0.436749207,0.015903702,0.175218223,0.251445676,-0.165207775,0.159706716,0.158990235,0.422831105,0.117815624,-0.013066667,0.138288297,0.199228498
