"cluster","genes","expressions"
"COVID","Helper",0.28808722868872
"COVID","Helper",0.285587650879839
"COVID","Helper",0.295383477171955
"COVID","Helper",0.205137901500909
"COVID","Helper",0.290764301747347
"COVID","Helper",0.158447931746542
"COVID","Helper",0.26190897669763
"COVID","Helper",0.289218239995371
"COVID","Helper",0.342298126366672
"COVID","Helper",0.401373864787255
"COVID","Helper",0.224601413886137
"COVID","Helper",0.260288857999641
"COVID","Helper",0.26045855311829
"COVID","Helper",0.290588598542372
"COVID","Helper",0.27200780901313
"COVID","Helper",0.303940934131418
"COVID","Helper",0.277494931506015
"COVID","Helper",0.265921737406743
"COVID","Helper",0.233262772974136
"COVID","Helper",0.207766306551523
"COVID","Helper",0.324197975759797
"COVID","Helper",0.198860769616757
"COVID","Helper",0.223118478262325
"COVID","Helper",0.196813046332587
"COVID","Helper",0.251008709064216
"COVID","Helper",0.247893418399995
"COVID","Helper",0.190626919157283
"COVID","Helper",0.211598112700957
"COVID","Helper",0.161353085530682
"COVID","Helper",0.132597117169125
"COVID","Helper",0.245329459810344
"COVID","Helper",0.203063122829148
"COVID","Helper",0.175056143247944
"COVID","Helper",0.218701704061437
"COVID","Helper",0.218462437195783
"COVID","Helper",0.208209401774755
"COVID","Helper",0.243662690736613
"COVID","Helper",0.182562396393225
"COVID","Helper",0.287275953393875
"COVID","Helper",0.212058916151544
"COVID","Helper",0.204310261572962
"COVID","Helper",0.171903954493504
"COVID","Helper",0.243825819996364
"COVID","Helper",0.251823275582491
"COVID","Helper",0.198945952699241
"COVID","Helper",0.243234771260551
"COVID","Helper",0.273586238812709
"COVID","Helper",0.253384638364936
"COVID","Helper",0.253260379399765
"COVID","Helper",0.242022820704226
"COVID","Helper",0.179587260438116
"COVID","Helper",0.250268523770015
"COVID","Helper",0.22210807518592
"COVID","Helper",0.188818739939484
"COVID","Helper",0.334781953507024
"COVID","Helper",0.191798472783677
"COVID","Helper",0.248161655392302
"COVID","Helper",0.158237183101266
"COVID","Helper",0.216940833303753
"COVID","Helper",0.306384923081739
"COVID","Helper",0.365662210525807
"COVID","Helper",0.215699751758487
"COVID","Helper",0.37766146332254
"COVID","Helper",0.349178157045493
"COVID","Helper",0.213312277832169
"COVID","Helper",0.260478440961851
"COVID","Helper",0.191745774919825
"COVID","Helper",0.196387589465262
"COVID","Helper",0.35291268066511
"COVID","Helper",0.244251761953986
"COVID","Helper",0.233488948173527
"COVID","Helper",0.26570579681974
"COVID","Helper",0.215865498984207
"COVID","Helper",0.352431249889647
"COVID","Helper",0.250719560864263
"COVID","Helper",0.30487949195602
"COVID","Helper",0.374155150589252
"COVID","Helper",0.227525779486844
"COVID","Helper",0.233150934486456
"COVID","Helper",0.337070625944616
"COVID","Helper",0.237004631293984
"COVID","Helper",0.307157786596843
"COVID","Helper",0.187357511972426
"COVID","Helper",0.214539828603287
"COVID","Helper",0.298522375159867
"COVID","Helper",0.196014924168859
"COVID","Helper",0.223049895369528
"COVID","Helper",0.232086471936854
"COVID","Helper",0.294036606821494
"COVID","Helper",0.192015756683266
"COVID","Helper",0.233890392599813
"COVID","Helper",0.350116995375206
"COVID","Helper",0.332574849842203
"COVID","Helper",0.308296378311087
"COVID","Helper",0.167610198452754
"COVID","Helper",0.288126983914796
"COVID","Helper",0.262826703395726
"COVID","Helper",0.231894539399909
"COVID","Helper",0.337325991016249
"COVID","Helper",0.226696461925941
"COVID","Helper",0.281817936382485
"COVID","Helper",0.103988455887679
"COVID","Helper",0.141939090781674
"COVID","Helper",0.200633005383562
"COVID","Helper",0.185104427329196
"COVID","Helper",0.174028091592455
"COVID","Helper",0.335233727636341
"COVID","Helper",0.301853902200407
"COVID","Helper",0.338752463946105
"COVID","Helper",0.212661305704008
"COVID","Helper",0.252560034781731
"COVID","Helper",0.198385192331029
"COVID","Helper",0.210454810967222
"COVID","Helper",0.226910994249922
"COVID","Helper",0.190131852045343
"COVID","Helper",0.322589209066889
"COVID","Helper",0.212680847256445
"COVID","Helper",0.199691967876527
"COVID","Helper",0.197667717761504
"COVID","Helper",0.296960677889243
"COVID","Helper",0.215127815152194
"COVID","Helper",0.30732976259922
"COVID","Helper",0.253438051479667
"COVID","Helper",0.127225437204814
"COVID","Helper",0.282571597560719
"COVID","Helper",0.0421784289170323
"COVID","Helper",0.057340682862424
"COVID","Helper",0.180821020742737
"COVID","Helper",0.268447716860676
"COVID","Helper",0.20008322111701
"COVID","Helper",0.154987313813758
"COVID","Helper",0.097992681297054
"COVID","Helper",0.213022464941983
"COVID","Helper",0.125755023385214
"COVID","Helper",0.103924778807343
"COVID","Helper",0.264908578571202
"COVID","Helper",0.169605054733875
"COVID","Helper",0.186121332092788
"COVID","Helper",0.265675001285684
"COVID","Helper",0.275026998218969
"COVID","Helper",0.154075218116072
"COVID","Helper",0.117512793218477
"COVID","Helper",0.363776073935604
"COVID","Helper",0.422169514580812
"COVID","Helper",0.193505109307041
"COVID","Helper",0.34753876209974
"COVID","Helper",0.0963856105390855
"COVID","Helper",0.159852797483135
"COVID","Helper",0.276820899030255
"COVID","Helper",0.118312679259964
"COVID","Helper",0.138773061867527
"COVID","Helper",0.0907468481803761
"COVID","Helper",0.0739414174237225
"COVID","Helper",0.172195400431853
"COVID","Helper",0.130623365819041
"COVID","Helper",0.0677247171438064
"COVID","Helper",0.0651193255878983
"COVID","Helper",0.119498409388236
"COVID","Helper",0.0677634154238819
"COVID","Helper",0.271323694726408
"COVID","Helper",0.0781626491284576
"COVID","Helper",0.0947695678402732
"COVID","Helper",0.356397504169626
"COVID","Helper",0.101514539895014
"COVID","Helper",0.0831286886957989
"COVID","Helper",0.269656640137672
"COVID","Helper",0.184750850561964
"COVID","Helper",0.249665222846677
"COVID","Helper",0.428924947958342
"COVID","Helper",0.338079611177187
"COVID","Helper",0.192142333006369
"COVID","Helper",0.318388545655597
"COVID","Helper",0.0926405423365518
"COVID","Helper",0.389632913088962
"COVID","Helper",0.483827263762829
"COVID","Helper",0.170745088785743
"COVID","Helper",0.125150281005535
"COVID","Helper",0.203726736886202
"COVID","Helper",0.47427817517208
"COVID","Helper",0.354662083711777
"COVID","Helper",0.43761344030181
"COVID","Helper",0.427714481756213
"COVID","Helper",0.367966148079416
"COVID","Helper",0.313397397374896
"COVID","Helper",0.217517408635287
"COVID","Helper",0.380390478926755
"COVID","Helper",0.119196118536949
"COVID","Helper",0.407497704626965
"COVID","Helper",0.400739348426776
"COVID","Helper",0.295737590563224
"COVID","Helper",0.388334589288895
"COVID","Helper",0.347315160481436
"COVID","Helper",0.244458595613479
"COVID","Helper",0.2959670704727
"COVID","Helper",0.394439958536767
"COVID","Helper",0.188580666496128
"COVID","Helper",0.244555038705724
"COVID","Helper",0.23108925914698
"COVID","Helper",0.280057194624986
"COVID","Helper",0.240407402388874
"COVID","Helper",0.318810486088437
"COVID","Helper",0.294582663685488
"COVID","Helper",0.216967969343282
"COVID","Helper",0.429308476525433
"COVID","Helper",0.251032055591769
"COVID","Helper",0.250636391295611
"COVID","Helper",0.282771448279935
"COVID","Helper",0.316873311452657
"COVID","Helper",0.270082661878984
"COVID","Helper",0.290471969295244
"COVID","Helper",0.37220370668951
"COVID","Helper",0.323209384256529
"COVID","Helper",0.262182427926826
"COVID","Helper",0.361335219216943
"COVID","Helper",0.29181061347603
"COVID","Helper",0.29340125260002
"COVID","Helper",0.376166812330923
"COVID","Helper",0.328677352933174
"COVID","Helper",0.222132486880519
"COVID","Helper",0.205691211059552
"COVID","Helper",0.276236016365836
"COVID","Helper",0.177307877135992
"COVID","Helper",0.604196082690706
"COVID","Helper",0.290824445277493
"COVID","Helper",0.555642285181032
"COVID","Helper",0.205092572016088
"COVID","Helper",0.275127998887633
"COVID","Helper",0.592221498135477
"COVID","Helper",0.409671439927324
"COVID","Helper",0.291054096464681
"COVID","Helper",0.501951010964988
"COVID","Helper",0.173474653628052
"COVID","Helper",0.23053015459786
"COVID","Helper",0.225944904854511
"COVID","Helper",0.341044712379451
"COVID","Helper",0.4985718081573
"COVID","Helper",0.226981406437672
"COVID","Helper",0.524060239786193
"COVID","Helper",0.31543874394371
"COVID","Helper",0.211414605682096
"COVID","Helper",0.672072014076262
"COVID","Helper",0.339120550350587
"COVID","Helper",0.274693307758862
"COVID","Helper",0.453391935589329
"COVID","Helper",0.595717704712519
"COVID","Helper",0.672115419427247
"COVID","Helper",0.654302885485681
"COVID","Helper",0.327662128064799
"COVID","Helper",0.482388530200691
"COVID","Helper",0.256573375204632
"COVID","Helper",0.241173313752565
"COVID","Helper",0.201559591634493
"COVID","Helper",0.46881950290753
"COVID","Helper",0.223380949489225
"COVID","Helper",0.588723004159781
"COVID","Helper",0.295967055400678
"COVID","Helper",0.662023460410557
"COVID","Helper",0.7100327709136
"COVID","Helper",0.304315871535634
"COVID","Helper",0.391476346368721
"COVID","Helper",0.589558825199837
"COVID","Helper",0.311485052273521
"COVID","Helper",0.366804738796434
"COVID","Helper",0.316779938072548
"COVID","Helper",0.58047467092142
"COVID","Helper",0.293464397969295
"COVID","Helper",0.671291770754136
"COVID","Helper",0.417172533617635
"COVID","Helper",0.63231171174566
"COVID","Helper",0.20708721254748
"COVID","Helper",0.608866442199776
"COVID","Helper",0.421784969183099
"COVID","Helper",0.37774891657287
"COVID","Helper",0.540069927445067
"COVID","Helper",0.430633471348083
"COVID","Helper",0.22659572134722
"COVID","Helper",0.631267875891532
"COVID","Helper",0.367444405973366
"COVID","Helper",0.338024208060151
"COVID","Helper",0.451423201929527
"COVID","Helper",0.207488480397399
"COVID","Helper",0.586552138038437
"COVID","Helper",0.270754351757557
"COVID","Helper",0.477067354201215
"COVID","Helper",0.684506353861193
"COVID","Helper",0.39066835248534
"COVID","Helper",0.245509091138218
"COVID","Helper",0.653705513920568
"COVID","Helper",0.132823620477838
"COVID","Helper",0.507349609001173
"COVID","Helper",0.586810239459566
"COVID","Helper",0.598196759152516
"COVID","Helper",0.596173571143655
"COVID","Helper",0.58730675934977
"COVID","Helper",0.603182361246877
"COVID","Helper",0.264599882028364
"COVID","Helper",0.595444483078307
"COVID","Helper",0.305308100516275
"COVID","Helper",0.556790985241324
"COVID","Helper",0.624162774700409
"COVID","Helper",0.398535183840557
"COVID","Helper",0.464879168777286
"COVID","Helper",0.228179974396684
"COVID","Helper",0.379133601060643
"COVID","Helper",0.68655189891749
"COVID","Helper",0.378454119047318
"COVID","Helper",0.608947901958655
"COVID","Helper",0.575726052896518
"COVID","Helper",0.358186079377406
"COVID","Helper",0.524695450886995
"COVID","Helper",0.236810822978338
"COVID","Helper",0.335122103878205
"COVID","Helper",0.221676470190232
"COVID","Helper",0.398555728163199
"COVID","Helper",0.28797055431337
"COVID","Helper",0.221110602395449
"COVID","Helper",0.448583901620751
"COVID","Helper",0.623574454219616
"COVID","Helper",0.420292111122983
"COVID","Helper",0.219932929542041
"COVID","Helper",0.375746819723253
"COVID","Helper",0.525114384072797
"COVID","Helper",0.595945637928087
"COVID","Helper",0.260763336737985
"COVID","Helper",0.196418001175753
"COVID","Helper",0.262020017308854
"COVID","Helper",0.637793707686181
"COVID","Helper",0.22166766605991
"COVID","Helper",0.354035770986693
"COVID","Helper",0.103360733104785
"COVID","Helper",0.279740295197609
"COVID","Helper",0.442615358244602
"COVID","Helper",0.210013402387059
"COVID","Helper",0.198252284754649
"COVID","Helper",0.216028080596657
"COVID","Helper",0.170351198873389
"COVID","Helper",0.22087082363222
"COVID","Helper",0.245621845664357
"COVID","Helper",0.315107779150454
"COVID","Helper",0.275676975855252
"COVID","Helper",0.261820336376557
"COVID","Helper",0.378208675834049
"COVID","Helper",0.204791500495373
"COVID","Helper",0.213567043709091
"COVID","Helper",0.323754109830192
"COVID","Helper",0.1190489705337
"COVID","Helper",0.241821240912024
"COVID","Helper",0.365292600524103
"COVID","Helper",0.261977745261151
"COVID","Helper",0.225666713090545
"COVID","Helper",0.240202838908379
"COVID","Helper",0.216550333577028
"COVID","Helper",0.187411995269768
"COVID","Helper",0.351074094486281
"COVID","Helper",0.174182027298167
"COVID","Helper",0.19006120662477
"COVID","Helper",0.379640946705857
"COVID","Helper",0.330169400068772
"COVID","Helper",0.152926790177573
"COVID","Helper",0.239448615183623
"COVID","Helper",0.201100793251785
"COVID","Helper",0.218528235645501
"COVID","Helper",0.073981302151129
"COVID","Helper",0.0606320493155438
"COVID","Helper",0.244505366269877
"COVID","Helper",0.247310348610056
"COVID","Helper",0.290595468554648
"COVID","Progenitor_exhaustion",0.73843053343949
"COVID","Progenitor_exhaustion",0.477757018428481
"COVID","Progenitor_exhaustion",0.455348117391462
"COVID","Progenitor_exhaustion",0.698165472399151
"COVID","Progenitor_exhaustion",0.717306926751592
"COVID","Progenitor_exhaustion",0.70849091029724
"COVID","Progenitor_exhaustion",0.710506236730361
"COVID","Progenitor_exhaustion",0.671177367897926
"COVID","Progenitor_exhaustion",0.547418613075004
"COVID","Progenitor_exhaustion",0.0952534759635338
"COVID","Progenitor_exhaustion",0.424494479587935
"COVID","Progenitor_exhaustion",0.687400477707006
"COVID","Progenitor_exhaustion",0.71729033970276
"COVID","Progenitor_exhaustion",0.458305570792752
"COVID","Progenitor_exhaustion",0.533105482976062
"COVID","Progenitor_exhaustion",0.424114618558386
"COVID","Progenitor_exhaustion",0.555066458989361
"COVID","Progenitor_exhaustion",0.530018738306848
"COVID","Progenitor_exhaustion",0.716013136942675
"COVID","Progenitor_exhaustion",0.589999815414482
"COVID","Progenitor_exhaustion",0.261274712425141
"COVID","Progenitor_exhaustion",0.609794306470885
"COVID","Progenitor_exhaustion",0.344270811087845
"COVID","Progenitor_exhaustion",0.165634890405621
"COVID","Progenitor_exhaustion",0.267605711331968
"COVID","Progenitor_exhaustion",0.419068709624883
"COVID","Progenitor_exhaustion",0.206573616719363
"COVID","Progenitor_exhaustion",0.377023223837088
"COVID","Progenitor_exhaustion",0.584752655194216
"COVID","Progenitor_exhaustion",0.569759780088629
"COVID","Progenitor_exhaustion",0.689556794055202
"COVID","Progenitor_exhaustion",0.200438005415603
"COVID","Progenitor_exhaustion",0.460335052626792
"COVID","Progenitor_exhaustion",0.661070299192986
"COVID","Progenitor_exhaustion",0.496567151571484
"COVID","Progenitor_exhaustion",0.3815278976286
"COVID","Progenitor_exhaustion",0.364996906350302
"COVID","Progenitor_exhaustion",0.23405969951609
"COVID","Progenitor_exhaustion",0.314390912682402
"COVID","Progenitor_exhaustion",0.362055208107374
"COVID","Progenitor_exhaustion",0.394920803354405
"COVID","Progenitor_exhaustion",0.243944921097143
"COVID","Progenitor_exhaustion",0.348824844788507
"COVID","Progenitor_exhaustion",0.394690129430906
"COVID","Progenitor_exhaustion",0.257552791718183
"COVID","Progenitor_exhaustion",0.229890763856312
"COVID","Progenitor_exhaustion",0.0939343518392867
"COVID","Progenitor_exhaustion",0.287122346056852
"COVID","Progenitor_exhaustion",0.198585656327235
"COVID","Progenitor_exhaustion",0.212782688692172
"COVID","Progenitor_exhaustion",0.23565177167642
"COVID","Progenitor_exhaustion",0.0355704061244606
"COVID","Progenitor_exhaustion",0.440951427576147
"COVID","Progenitor_exhaustion",0.235312829559001
"COVID","Progenitor_exhaustion",0.291837485895788
"COVID","Progenitor_exhaustion",0.165368196460154
"COVID","Progenitor_exhaustion",0.103728937028915
"COVID","Progenitor_exhaustion",0.121638997801047
"COVID","Progenitor_exhaustion",0.171102072037621
"COVID","Progenitor_exhaustion",0.196407445622896
"COVID","Progenitor_exhaustion",0.223819571585272
"COVID","Progenitor_exhaustion",0.280243486687471
"COVID","Progenitor_exhaustion",0.386912771203136
"COVID","Progenitor_exhaustion",0.414650251981292
"COVID","Progenitor_exhaustion",0.443144889217191
"COVID","Progenitor_exhaustion",0.275341116077646
"COVID","Progenitor_exhaustion",0.354767015341143
"COVID","Progenitor_exhaustion",0.246242566918586
"COVID","Progenitor_exhaustion",0.218667721900385
"COVID","Progenitor_exhaustion",0.175334478827564
"COVID","Progenitor_exhaustion",0.231398325165143
"COVID","Progenitor_exhaustion",0.334537908506828
"COVID","Progenitor_exhaustion",0.177030845561159
"COVID","Progenitor_exhaustion",0.353386065297451
"COVID","Progenitor_exhaustion",0.272150249921047
"COVID","Progenitor_exhaustion",0.296344924819914
"COVID","Progenitor_exhaustion",0.266409355586196
"COVID","Progenitor_exhaustion",0.228650853977066
"COVID","Progenitor_exhaustion",0.323956840287233
"COVID","Progenitor_exhaustion",0.233970820202073
"COVID","Progenitor_exhaustion",0.17279873489056
"COVID","Progenitor_exhaustion",0.136217255652947
"COVID","Progenitor_exhaustion",0.195846525442536
"COVID","Progenitor_exhaustion",0.275721891609251
"COVID","Progenitor_exhaustion",0.328573577043256
"COVID","Progenitor_exhaustion",0.108653423858884
"COVID","Progenitor_exhaustion",0.287007449717167
"COVID","Progenitor_exhaustion",0.328858650385632
"COVID","Progenitor_exhaustion",0.19455066184172
"COVID","Progenitor_exhaustion",0.157569328489836
"COVID","Progenitor_exhaustion",0.312406150433924
"COVID","Progenitor_exhaustion",0.36662237300759
"COVID","Progenitor_exhaustion",0.236296228435689
"COVID","Progenitor_exhaustion",0.232586776348393
